order_id,customer_id,order_timestamp,total_amount_inr,payment_status,payment_method
ORD_18395,CUST_1042,2026-03-06 19:58:05,3299,completed,COD
ORD_19777,CUST_1719,2026-03-06 20:07:40,2499,completed,UPI
ORD_15113,CUST_1603,2026-03-06 22:20:01,748,completed,UPI
ORD_15090,CUST_0500,2026-03-06 23:55:54,1248,completed,UPI
ORD_15294,CUST_1372,2026-03-07 00:00:35,1498,completed,UPI
ORD_10532,CUST_0178,2026-03-07 00:53:00,5499,completed,UPI
ORD_10290,CUST_0097,2026-03-07 01:10:00,799,completed,Credit Card
ORD_16515,CUST_0802,2026-03-07 01:37:23,1798,completed,UPI
ORD_10427,CUST_0143,2026-03-07 02:50:00,599,completed,UPI
ORD_16935,CUST_0705,2026-03-07 03:28:04,599,completed,UPI
ORD_16007,CUST_1706,2026-03-07 03:54:48,3798,completed,UPI
ORD_14206,CUST_0756,2026-03-07 05:07:48,948,completed,UPI
ORD_19946,CUST_0366,2026-03-07 05:09:15,4299,completed,UPI
ORD_15322,CUST_0741,2026-03-07 05:25:28,1498,completed,UPI
ORD_10238,CUST_0080,2026-03-07 06:41:00,899,completed,UPI
ORD_14711,CUST_0859,2026-03-07 07:11:32,1498,completed,UPI
ORD_10819,CUST_0250,2026-03-07 07:12:00,3499,completed,Credit Card
ORD_14166,CUST_1263,2026-03-07 07:12:28,1198,completed,UPI
ORD_10629,CUST_0203,2026-03-07 07:48:00,6998,completed,UPI
ORD_14252,CUST_0468,2026-03-07 07:59:16,898,completed,UPI
ORD_15481,CUST_1309,2026-03-07 07:59:37,1248,completed,Credit Card
ORD_10533,CUST_0178,2026-03-07 08:08:00,799,completed,COD
ORD_17091,CUST_1897,2026-03-07 09:10:21,4299,completed,UPI
ORD_17657,CUST_0486,2026-03-07 09:28:36,699,completed,Credit Card
ORD_18613,CUST_1021,2026-03-07 09:29:38,899,completed,UPI
ORD_10481,CUST_0161,2026-03-07 09:43:00,4999,completed,Debit Card
ORD_14031,CUST_1659,2026-03-07 10:32:03,1198,completed,UPI
ORD_14106,CUST_0408,2026-03-07 12:59:33,748,completed,UPI
ORD_14737,CUST_1079,2026-03-07 13:45:14,1148,completed,UPI
ORD_15193,CUST_0537,2026-03-07 14:29:46,1198,completed,Debit Card
ORD_18918,CUST_1652,2026-03-07 16:04:01,599,completed,Credit Card
ORD_15117,CUST_1501,2026-03-07 16:34:53,748,completed,UPI
ORD_19551,CUST_1039,2026-03-07 16:54:49,999,completed,Debit Card
ORD_15141,CUST_1524,2026-03-07 17:14:22,1598,completed,Debit Card
ORD_16338,CUST_1652,2026-03-07 17:41:45,4698,completed,UPI
ORD_19167,CUST_0765,2026-03-07 18:38:42,699,completed,UPI
ORD_19495,CUST_0711,2026-03-07 18:56:29,1999,completed,UPI
ORD_14504,CUST_1649,2026-03-07 19:31:50,1498,completed,Credit Card
ORD_17764,CUST_1113,2026-03-07 19:37:59,1499,completed,Debit Card
ORD_15241,CUST_0508,2026-03-07 19:44:48,1048,completed,Debit Card
ORD_16457,CUST_0477,2026-03-07 19:46:01,9498,completed,Debit Card
ORD_14281,CUST_0822,2026-03-07 20:47:32,1198,completed,Debit Card
ORD_17488,CUST_1355,2026-03-07 21:11:51,4299,completed,UPI
ORD_14543,CUST_0682,2026-03-07 22:33:54,1698,completed,UPI
ORD_16886,CUST_0769,2026-03-07 23:19:12,249,completed,Credit Card
ORD_10600,CUST_0196,2026-03-07 23:40:00,6598,completed,Credit Card
ORD_14432,CUST_0580,2026-03-07 23:43:39,898,completed,Credit Card
ORD_19405,CUST_1318,2026-03-08 00:42:40,2199,completed,Credit Card
ORD_10529,CUST_0177,2026-03-08 01:12:00,3999,completed,UPI
ORD_19648,CUST_1389,2026-03-08 02:42:59,6999,completed,COD
ORD_17860,CUST_1506,2026-03-08 04:26:26,1899,completed,COD
ORD_15202,CUST_1487,2026-03-08 04:31:48,1198,completed,UPI
ORD_10058,CUST_0020,2026-03-08 04:39:00,899,completed,Credit Card
ORD_10052,CUST_0018,2026-03-08 04:59:00,3999,completed,UPI
ORD_16826,CUST_1591,2026-03-08 05:26:27,699,completed,Credit Card
ORD_15483,CUST_1652,2026-03-08 05:47:37,1248,completed,COD
ORD_19950,CUST_1098,2026-03-08 06:12:16,699,refunded,Debit Card
ORD_18081,CUST_1234,2026-03-08 06:17:33,999,completed,Debit Card
ORD_15705,CUST_1723,2026-03-08 07:00:27,6098,completed,Credit Card
ORD_10763,CUST_0236,2026-03-08 07:15:00,6998,completed,UPI
ORD_14091,CUST_1585,2026-03-08 07:34:44,848,completed,Credit Card
ORD_10466,CUST_0156,2026-03-08 08:28:00,3299,completed,UPI
ORD_17564,CUST_1756,2026-03-08 09:00:37,499,completed,UPI
ORD_18523,CUST_1045,2026-03-08 09:54:22,2499,completed,COD
ORD_17141,CUST_0753,2026-03-08 10:36:37,3999,completed,UPI
ORD_19304,CUST_1700,2026-03-08 11:18:09,3999,completed,UPI
ORD_17723,CUST_1998,2026-03-08 11:58:13,499,completed,Debit Card
ORD_14639,CUST_1803,2026-03-08 14:19:03,898,completed,COD
ORD_14423,CUST_1217,2026-03-08 14:58:46,1098,completed,UPI
ORD_16996,CUST_0857,2026-03-08 17:21:02,1999,completed,UPI
ORD_18278,CUST_1322,2026-03-08 17:27:34,1299,completed,COD
ORD_19099,CUST_0664,2026-03-08 17:29:06,3299,completed,Credit Card
ORD_19321,CUST_1536,2026-03-08 17:55:45,349,completed,UPI
ORD_18137,CUST_1222,2026-03-08 17:59:02,3299,completed,Credit Card
ORD_18388,CUST_0382,2026-03-08 18:32:30,1899,completed,Credit Card
ORD_14516,CUST_1258,2026-03-08 18:38:01,1198,completed,Debit Card
ORD_16867,CUST_0785,2026-03-08 18:50:38,299,completed,Credit Card
ORD_15565,CUST_1933,2026-03-08 18:53:29,1198,completed,UPI
ORD_16364,CUST_1581,2026-03-08 21:41:16,5798,completed,UPI
ORD_15773,CUST_1241,2026-03-08 23:06:55,5498,completed,UPI
ORD_15804,CUST_0723,2026-03-08 23:11:49,5498,completed,UPI
ORD_17468,CUST_1211,2026-03-08 23:50:09,2499,completed,Debit Card
ORD_15528,CUST_1341,2026-03-09 00:30:28,1098,completed,COD
ORD_10154,CUST_0052,2026-03-09 00:35:00,6999,completed,COD
ORD_16091,CUST_1810,2026-03-09 00:59:26,2498,completed,UPI
ORD_16129,CUST_0969,2026-03-09 01:55:54,8798,completed,UPI
ORD_17655,CUST_1639,2026-03-09 02:09:40,599,completed,Credit Card
ORD_15334,CUST_0543,2026-03-09 02:36:41,1248,completed,UPI
ORD_14905,CUST_0717,2026-03-09 03:54:52,848,completed,UPI
ORD_18319,CUST_0783,2026-03-09 04:36:58,2199,completed,UPI
ORD_16118,CUST_0995,2026-03-09 04:49:08,2598,completed,UPI
ORD_18548,CUST_1874,2026-03-09 04:57:52,2499,completed,UPI
ORD_10270,CUST_0091,2026-03-09 05:16:00,499,completed,COD
ORD_19188,CUST_0414,2026-03-09 05:24:29,699,completed,Credit Card
ORD_17484,CUST_1866,2026-03-09 05:30:15,899,completed,Debit Card
ORD_17944,CUST_0707,2026-03-09 05:38:17,599,refunded,COD
ORD_10168,CUST_0057,2026-03-09 05:42:00,349,completed,Debit Card
ORD_16894,CUST_1131,2026-03-09 05:44:55,4999,completed,Debit Card
ORD_18688,CUST_1543,2026-03-09 06:04:05,1999,failed,Credit Card
ORD_18617,CUST_0442,2026-03-09 06:04:27,2499,completed,UPI
ORD_16171,CUST_1475,2026-03-09 07:09:58,7698,completed,UPI
ORD_17071,CUST_0793,2026-03-09 07:17:03,3499,completed,Credit Card
ORD_18018,CUST_1657,2026-03-09 07:54:58,2199,completed,UPI
ORD_17234,CUST_0725,2026-03-09 09:59:53,1299,completed,UPI
ORD_18531,CUST_0356,2026-03-09 10:00:51,3299,completed,Credit Card
ORD_16074,CUST_0872,2026-03-09 10:13:02,5198,completed,Debit Card
ORD_14823,CUST_1956,2026-03-09 11:13:20,748,completed,UPI
ORD_16230,CUST_0714,2026-03-09 11:43:02,1998,completed,Credit Card
ORD_15032,CUST_1702,2026-03-09 12:23:42,1598,completed,UPI
ORD_17410,CUST_1019,2026-03-09 12:27:24,1499,completed,COD
ORD_18684,CUST_0799,2026-03-09 13:11:54,3999,completed,COD
ORD_15590,CUST_0855,2026-03-09 14:22:43,1048,completed,COD
ORD_15772,CUST_1017,2026-03-09 14:39:27,8498,completed,UPI
ORD_17440,CUST_0574,2026-03-09 14:47:43,799,completed,COD
ORD_10898,CUST_0275,2026-03-09 15:00:00,2499,completed,UPI
ORD_10916,CUST_0284,2026-03-09 15:00:00,1499,completed,Debit Card
ORD_10924,CUST_0288,2026-03-09 15:00:00,2499,completed,Credit Card
ORD_10944,CUST_0298,2026-03-09 15:00:00,1999,completed,Credit Card
ORD_10956,CUST_0304,2026-03-09 15:00:00,2499,completed,UPI
ORD_10970,CUST_0311,2026-03-09 15:00:00,1999,completed,COD
ORD_10998,CUST_0325,2026-03-09 15:00:00,1999,completed,Debit Card
ORD_11004,CUST_0328,2026-03-09 15:00:00,4299,completed,UPI
ORD_11024,CUST_0338,2026-03-09 15:00:00,3499,completed,Credit Card
ORD_11032,CUST_0342,2026-03-09 15:00:00,1499,completed,UPI
ORD_11054,CUST_0353,2026-03-09 15:00:00,1999,completed,UPI
ORD_11072,CUST_0362,2026-03-09 15:00:00,3499,completed,UPI
ORD_11156,CUST_0404,2026-03-09 15:00:00,4299,completed,UPI
ORD_11164,CUST_0408,2026-03-09 15:00:00,1499,completed,Debit Card
ORD_11172,CUST_0412,2026-03-09 15:00:00,1499,completed,UPI
ORD_11178,CUST_0415,2026-03-09 15:00:00,2499,completed,UPI
ORD_11212,CUST_0432,2026-03-09 15:00:00,4299,completed,UPI
ORD_11238,CUST_0445,2026-03-09 15:00:00,4299,completed,UPI
ORD_11241,CUST_0447,2026-03-09 15:00:00,3499,completed,COD
ORD_11257,CUST_0463,2026-03-09 15:00:00,1499,completed,UPI
ORD_11291,CUST_0497,2026-03-09 15:00:00,1499,completed,COD
ORD_11297,CUST_0503,2026-03-09 15:00:00,1999,completed,UPI
ORD_11323,CUST_0529,2026-03-09 15:00:00,2499,completed,UPI
ORD_11332,CUST_0538,2026-03-09 15:00:00,1499,completed,UPI
ORD_11342,CUST_0548,2026-03-09 15:00:00,1499,completed,UPI
ORD_11346,CUST_0552,2026-03-09 15:00:00,1499,completed,UPI
ORD_11348,CUST_0554,2026-03-09 15:00:00,1999,completed,Credit Card
ORD_11349,CUST_0555,2026-03-09 15:00:00,4299,completed,Credit Card
ORD_11355,CUST_0561,2026-03-09 15:00:00,2499,completed,UPI
ORD_11359,CUST_0565,2026-03-09 15:00:00,2499,completed,UPI
ORD_11362,CUST_0568,2026-03-09 15:00:00,3499,completed,UPI
ORD_11373,CUST_0579,2026-03-09 15:00:00,3499,completed,Credit Card
ORD_11389,CUST_0595,2026-03-09 15:00:00,3499,completed,UPI
ORD_11404,CUST_0610,2026-03-09 15:00:00,1999,completed,UPI
ORD_11411,CUST_0617,2026-03-09 15:00:00,3499,completed,Credit Card
ORD_11413,CUST_0619,2026-03-09 15:00:00,1999,completed,UPI
ORD_11426,CUST_0632,2026-03-09 15:00:00,1999,completed,UPI
ORD_11433,CUST_0639,2026-03-09 15:00:00,3499,completed,Debit Card
ORD_11482,CUST_0677,2026-03-09 15:00:00,4999,completed,Debit Card
ORD_11516,CUST_0702,2026-03-09 15:00:00,1299,completed,UPI
ORD_11549,CUST_0735,2026-03-09 15:00:00,699,completed,Credit Card
ORD_11554,CUST_0740,2026-03-09 15:00:00,1499,completed,UPI
ORD_11563,CUST_0749,2026-03-09 15:00:00,1299,completed,UPI
ORD_11565,CUST_0751,2026-03-09 15:00:00,5499,completed,UPI
ORD_11577,CUST_0763,2026-03-09 15:00:00,699,completed,UPI
ORD_11599,CUST_0785,2026-03-09 15:00:00,1899,completed,COD
ORD_11610,CUST_0796,2026-03-09 15:00:00,799,completed,Credit Card
ORD_11632,CUST_0818,2026-03-09 15:00:00,1899,completed,UPI
ORD_11661,CUST_0847,2026-03-09 15:00:00,999,completed,Credit Card
ORD_11665,CUST_0851,2026-03-09 15:00:00,1899,completed,Credit Card
ORD_11667,CUST_0853,2026-03-09 15:00:00,4999,completed,UPI
ORD_11672,CUST_0858,2026-03-09 15:00:00,6999,completed,UPI
ORD_11673,CUST_0859,2026-03-09 15:00:00,4999,completed,UPI
ORD_11680,CUST_0866,2026-03-09 15:00:00,2499,completed,COD
ORD_11681,CUST_0867,2026-03-09 15:00:00,1899,completed,UPI
ORD_11687,CUST_0873,2026-03-09 15:00:00,3299,completed,UPI
ORD_11693,CUST_0879,2026-03-09 15:00:00,699,completed,UPI
ORD_11700,CUST_0886,2026-03-09 15:00:00,5499,completed,UPI
ORD_11704,CUST_0890,2026-03-09 15:00:00,1499,completed,COD
ORD_11743,CUST_0929,2026-03-09 15:00:00,5499,completed,Debit Card
ORD_11803,CUST_0989,2026-03-09 15:00:00,2499,completed,UPI
ORD_11806,CUST_0992,2026-03-09 15:00:00,3299,completed,COD
ORD_11814,CUST_1000,2026-03-09 15:00:00,3299,completed,UPI
ORD_11819,CUST_1005,2026-03-09 15:00:00,5499,completed,COD
ORD_11824,CUST_1010,2026-03-09 15:00:00,999,completed,Debit Card
ORD_11840,CUST_1026,2026-03-09 15:00:00,1899,completed,UPI
ORD_11871,CUST_1057,2026-03-09 15:00:00,3299,completed,UPI
ORD_15695,CUST_1449,2026-03-09 15:47:39,1698,completed,Credit Card
ORD_10882,CUST_0267,2026-03-09 16:00:00,3499,completed,Credit Card
ORD_10888,CUST_0270,2026-03-09 16:00:00,3499,completed,UPI
ORD_10900,CUST_0276,2026-03-09 16:00:00,1499,completed,UPI
ORD_10922,CUST_0287,2026-03-09 16:00:00,1999,completed,Credit Card
ORD_10942,CUST_0297,2026-03-09 16:00:00,3499,completed,Credit Card
ORD_10974,CUST_0313,2026-03-09 16:00:00,2499,completed,Credit Card
ORD_10978,CUST_0315,2026-03-09 16:00:00,4299,completed,Credit Card
ORD_11020,CUST_0336,2026-03-09 16:00:00,1499,completed,UPI
ORD_11042,CUST_0347,2026-03-09 16:00:00,1999,completed,Credit Card
ORD_11056,CUST_0354,2026-03-09 16:00:00,2499,completed,UPI
ORD_11086,CUST_0369,2026-03-09 16:00:00,4299,completed,UPI
ORD_11090,CUST_0371,2026-03-09 16:00:00,2499,completed,UPI
ORD_11092,CUST_0372,2026-03-09 16:00:00,2499,completed,COD
ORD_11094,CUST_0373,2026-03-09 16:00:00,1499,completed,UPI
ORD_11112,CUST_0382,2026-03-09 16:00:00,4299,completed,COD
ORD_11120,CUST_0386,2026-03-09 16:00:00,3499,completed,COD
ORD_11124,CUST_0388,2026-03-09 16:00:00,1499,completed,UPI
ORD_11128,CUST_0390,2026-03-09 16:00:00,2499,completed,UPI
ORD_11136,CUST_0394,2026-03-09 16:00:00,1499,completed,Credit Card
ORD_11146,CUST_0399,2026-03-09 16:00:00,3499,completed,Credit Card
ORD_11148,CUST_0400,2026-03-09 16:00:00,2499,completed,Credit Card
ORD_11162,CUST_0407,2026-03-09 16:00:00,1499,completed,COD
ORD_11166,CUST_0409,2026-03-09 16:00:00,3499,completed,UPI
ORD_11168,CUST_0410,2026-03-09 16:00:00,2499,completed,COD
ORD_11182,CUST_0417,2026-03-09 16:00:00,1499,completed,UPI
ORD_11196,CUST_0424,2026-03-09 16:00:00,2499,completed,Credit Card
ORD_11242,CUST_0448,2026-03-09 16:00:00,3499,completed,Debit Card
ORD_11243,CUST_0449,2026-03-09 16:00:00,3499,completed,Debit Card
ORD_11245,CUST_0451,2026-03-09 16:00:00,1999,completed,COD
ORD_11252,CUST_0458,2026-03-09 16:00:00,1499,completed,UPI
ORD_11254,CUST_0460,2026-03-09 16:00:00,2499,completed,UPI
ORD_11255,CUST_0461,2026-03-09 16:00:00,4299,completed,UPI
ORD_11269,CUST_0475,2026-03-09 16:00:00,4299,completed,Credit Card
ORD_11280,CUST_0486,2026-03-09 16:00:00,2499,completed,COD
ORD_11293,CUST_0499,2026-03-09 16:00:00,4299,completed,COD
ORD_11298,CUST_0504,2026-03-09 16:00:00,1499,completed,COD
ORD_11299,CUST_0505,2026-03-09 16:00:00,4299,completed,UPI
ORD_11309,CUST_0515,2026-03-09 16:00:00,2499,completed,UPI
ORD_11312,CUST_0518,2026-03-09 16:00:00,3499,completed,UPI
ORD_11317,CUST_0523,2026-03-09 16:00:00,4299,completed,Credit Card
ORD_11319,CUST_0525,2026-03-09 16:00:00,2499,completed,Debit Card
ORD_11339,CUST_0545,2026-03-09 16:00:00,4299,completed,Debit Card
ORD_11352,CUST_0558,2026-03-09 16:00:00,4299,completed,UPI
ORD_11356,CUST_0562,2026-03-09 16:00:00,1999,completed,UPI
ORD_11360,CUST_0566,2026-03-09 16:00:00,1499,completed,UPI
ORD_11366,CUST_0572,2026-03-09 16:00:00,1499,completed,UPI
ORD_11375,CUST_0581,2026-03-09 16:00:00,2499,completed,UPI
ORD_11407,CUST_0613,2026-03-09 16:00:00,3499,completed,Debit Card
ORD_11420,CUST_0626,2026-03-09 16:00:00,1499,completed,UPI
ORD_11439,CUST_0645,2026-03-09 16:00:00,1999,completed,UPI
ORD_11445,CUST_0651,2026-03-09 16:00:00,1499,completed,UPI
ORD_11448,CUST_0654,2026-03-09 16:00:00,1999,completed,UPI
ORD_11455,CUST_0661,2026-03-09 16:00:00,2499,completed,Credit Card
ORD_11458,CUST_0664,2026-03-09 16:00:00,3499,completed,COD
ORD_11470,CUST_0671,2026-03-09 16:00:00,2799,completed,UPI
ORD_11505,CUST_0691,2026-03-09 16:00:00,899,completed,Credit Card
ORD_11507,CUST_0693,2026-03-09 16:00:00,2799,completed,UPI
ORD_11508,CUST_0694,2026-03-09 16:00:00,999,completed,UPI
ORD_11514,CUST_0700,2026-03-09 16:00:00,1299,completed,UPI
ORD_11522,CUST_0708,2026-03-09 16:00:00,1299,completed,COD
ORD_11524,CUST_0710,2026-03-09 16:00:00,3999,completed,Debit Card
ORD_11538,CUST_0724,2026-03-09 16:00:00,999,completed,COD
ORD_11552,CUST_0738,2026-03-09 16:00:00,1899,completed,UPI
ORD_11556,CUST_0742,2026-03-09 16:00:00,2199,completed,Debit Card
ORD_11568,CUST_0754,2026-03-09 16:00:00,1499,completed,COD
ORD_11571,CUST_0757,2026-03-09 16:00:00,1299,completed,COD
ORD_11581,CUST_0767,2026-03-09 16:00:00,3999,completed,Credit Card
ORD_11590,CUST_0776,2026-03-09 16:00:00,699,completed,UPI
ORD_11594,CUST_0780,2026-03-09 16:00:00,2799,completed,Credit Card
ORD_11614,CUST_0800,2026-03-09 16:00:00,799,completed,UPI
ORD_11627,CUST_0813,2026-03-09 16:00:00,3299,completed,Credit Card
ORD_11648,CUST_0834,2026-03-09 16:00:00,2199,completed,UPI
ORD_11679,CUST_0865,2026-03-09 16:00:00,799,completed,UPI
ORD_11696,CUST_0882,2026-03-09 16:00:00,4999,completed,Credit Card
ORD_11697,CUST_0883,2026-03-09 16:00:00,899,completed,UPI
ORD_11702,CUST_0888,2026-03-09 16:00:00,3999,completed,UPI
ORD_11723,CUST_0909,2026-03-09 16:00:00,1299,completed,COD
ORD_11728,CUST_0914,2026-03-09 16:00:00,999,completed,UPI
ORD_11731,CUST_0917,2026-03-09 16:00:00,5499,completed,UPI
ORD_11758,CUST_0944,2026-03-09 16:00:00,3999,completed,Debit Card
ORD_11765,CUST_0951,2026-03-09 16:00:00,999,completed,Credit Card
ORD_11781,CUST_0967,2026-03-09 16:00:00,1499,completed,UPI
ORD_11787,CUST_0973,2026-03-09 16:00:00,2499,completed,Debit Card
ORD_11790,CUST_0976,2026-03-09 16:00:00,5499,completed,Credit Card
ORD_11792,CUST_0978,2026-03-09 16:00:00,2799,completed,UPI
ORD_11797,CUST_0983,2026-03-09 16:00:00,3999,completed,Credit Card
ORD_11805,CUST_0991,2026-03-09 16:00:00,999,completed,COD
ORD_11808,CUST_0994,2026-03-09 16:00:00,3299,completed,UPI
ORD_11821,CUST_1007,2026-03-09 16:00:00,1899,completed,Debit Card
ORD_11848,CUST_1034,2026-03-09 16:00:00,1899,completed,COD
ORD_11860,CUST_1046,2026-03-09 16:00:00,4999,completed,UPI
ORD_11873,CUST_1059,2026-03-09 16:00:00,1499,completed,Debit Card
ORD_16366,CUST_0431,2026-03-09 16:38:43,3198,completed,UPI
ORD_15618,CUST_0358,2026-03-09 16:41:13,1048,completed,UPI
ORD_10880,CUST_0266,2026-03-09 17:00:00,4299,completed,UPI
ORD_10884,CUST_0268,2026-03-09 17:00:00,2499,completed,UPI
ORD_10902,CUST_0277,2026-03-09 17:00:00,1999,completed,Credit Card
ORD_10904,CUST_0278,2026-03-09 17:00:00,1499,completed,COD
ORD_10946,CUST_0299,2026-03-09 17:00:00,2499,completed,COD
ORD_10972,CUST_0312,2026-03-09 17:00:00,1499,completed,UPI
