order_item_id,order_id,product_id,quantity,unit_price_inr,total_price_inr
ITEM_50185,ORD_10184,PROD_CASE_02,1,799,799
ITEM_50186,ORD_10185,PROD_CASE_02,1,799,799
ITEM_50187,ORD_10186,PROD_SCR_05,1,249,249
ITEM_50188,ORD_10187,PROD_SCR_03,1,349,349
ITEM_50189,ORD_10188,PROD_SPK_04,1,3299,3299
ITEM_50190,ORD_10189,PROD_WATCH_01,1,2999,2999
ITEM_50191,ORD_10190,PROD_WATCH_05,1,6999,6999
ITEM_50192,ORD_10191,PROD_EAR_05,1,1999,1999
ITEM_50193,ORD_10192,PROD_WATCH_04,1,3999,3999
ITEM_50194,ORD_10193,PROD_WATCH_01,1,2999,2999
ITEM_50195,ORD_10194,PROD_CASE_03,1,999,999
ITEM_50196,ORD_10195,PROD_WATCH_05,1,6999,6999
ITEM_50197,ORD_10196,PROD_SCR_03,1,349,349
ITEM_50198,ORD_10197,PROD_CASE_01,1,499,499
ITEM_50199,ORD_10198,PROD_WATCH_03,1,1899,1899
ITEM_50200,ORD_10199,PROD_EAR_03,1,3499,3499
ITEM_50201,ORD_10200,PROD_EAR_04,1,4299,4299
ITEM_50202,ORD_10201,PROD_EAR_05,1,1999,1999
ITEM_50203,ORD_10202,PROD_PWR_01,1,1299,1299
ITEM_50204,ORD_10203,PROD_PWR_04,1,899,899
ITEM_50205,ORD_10204,PROD_SPK_03,1,1299,1299
ITEM_50206,ORD_10205,PROD_SPK_04,1,3299,3299
ITEM_50207,ORD_10206,PROD_PWR_03,1,3299,3299
ITEM_50208,ORD_10207,PROD_CHG_05,1,799,799
ITEM_50209,ORD_10208,PROD_SCR_03,1,349,349
ITEM_50210,ORD_10209,PROD_CASE_04,1,599,599
ITEM_50211,ORD_10210,PROD_EAR_04,1,4299,4299
ITEM_50212,ORD_10211,PROD_PWR_03,1,3299,3299
ITEM_50213,ORD_10212,PROD_WATCH_01,1,2999,2999
ITEM_50214,ORD_10213,PROD_PWR_05,1,2799,2799
ITEM_50215,ORD_10214,PROD_WATCH_05,1,6999,6999
ITEM_50216,ORD_10215,PROD_EAR_04,1,4299,4299
ITEM_50217,ORD_10216,PROD_WATCH_02,1,5499,5499
ITEM_50218,ORD_10217,PROD_CHG_04,1,1499,1499
ITEM_50219,ORD_10218,PROD_WATCH_01,1,2999,2999
ITEM_50220,ORD_10219,PROD_SCR_01,1,299,299
ITEM_50221,ORD_10220,PROD_WATCH_01,1,2999,2999
ITEM_50222,ORD_10221,PROD_SCR_04,1,699,699
ITEM_50223,ORD_10222,PROD_SCR_02,1,499,499
ITEM_50224,ORD_10223,PROD_SPK_02,1,3999,3999
ITEM_50225,ORD_10224,PROD_CHG_02,1,1899,1899
ITEM_50226,ORD_10225,PROD_CASE_01,1,499,499
ITEM_50227,ORD_10226,PROD_CHG_03,1,999,999
ITEM_50228,ORD_10227,PROD_CHG_01,1,699,699
ITEM_50229,ORD_10228,PROD_EAR_04,1,4299,4299
ITEM_50230,ORD_10229,PROD_SCR_04,1,699,699
ITEM_50231,ORD_10230,PROD_CASE_03,1,999,999
ITEM_50232,ORD_10231,PROD_PWR_01,1,1299,1299
ITEM_50233,ORD_10232,PROD_PWR_04,1,899,899
ITEM_50234,ORD_10233,PROD_CHG_01,1,699,699
ITEM_50235,ORD_10234,PROD_WATCH_02,1,5499,5499
ITEM_50236,ORD_10235,PROD_CHG_01,1,699,699
ITEM_50237,ORD_10236,PROD_CHG_04,1,1499,1499
ITEM_50238,ORD_10237,PROD_CASE_05,1,899,899
ITEM_50239,ORD_10238,PROD_CASE_05,1,899,899
ITEM_50240,ORD_10239,PROD_CASE_01,1,499,499
ITEM_50241,ORD_10240,PROD_WATCH_02,1,5499,5499
ITEM_50242,ORD_10241,PROD_PWR_03,1,3299,3299
ITEM_50243,ORD_10242,PROD_SCR_05,1,249,249
ITEM_50244,ORD_10243,PROD_CASE_04,1,599,599
ITEM_50245,ORD_10244,PROD_WATCH_04,1,3999,3999
ITEM_50246,ORD_10245,PROD_SCR_03,1,349,349
ITEM_50247,ORD_10246,PROD_WATCH_04,1,3999,3999
ITEM_50248,ORD_10247,PROD_CASE_02,1,799,799
ITEM_50249,ORD_10248,PROD_WATCH_04,1,3999,3999
ITEM_50250,ORD_10249,PROD_WATCH_01,1,2999,2999
ITEM_50251,ORD_10250,PROD_SCR_05,1,249,249
ITEM_50252,ORD_10251,PROD_CHG_01,1,699,699
ITEM_50253,ORD_10252,PROD_CHG_05,1,799,799
ITEM_50254,ORD_10253,PROD_WATCH_02,1,5499,5499
ITEM_50255,ORD_10254,PROD_EAR_04,1,4299,4299
ITEM_50256,ORD_10255,PROD_CHG_03,1,999,999
ITEM_50257,ORD_10256,PROD_EAR_03,1,3499,3499
ITEM_50258,ORD_10257,PROD_CHG_05,1,799,799
ITEM_50259,ORD_10258,PROD_PWR_04,1,899,899
ITEM_50260,ORD_10259,PROD_WATCH_02,1,5499,5499
ITEM_50261,ORD_10260,PROD_CHG_02,1,1899,1899
ITEM_50262,ORD_10261,PROD_SPK_04,1,3299,3299
ITEM_50263,ORD_10262,PROD_CHG_01,1,699,699
ITEM_50264,ORD_10263,PROD_WATCH_03,1,1899,1899
ITEM_50265,ORD_10264,PROD_WATCH_02,1,5499,5499
ITEM_50266,ORD_10265,PROD_WATCH_02,1,5499,5499
ITEM_50267,ORD_10266,PROD_CASE_01,1,499,499
ITEM_50268,ORD_10267,PROD_PWR_05,1,2799,2799
ITEM_50269,ORD_10268,PROD_SCR_04,1,699,699
ITEM_50270,ORD_10269,PROD_CASE_05,1,899,899
ITEM_50271,ORD_10270,PROD_CASE_01,1,499,499
ITEM_50272,ORD_10271,PROD_SPK_02,1,3999,3999
ITEM_50273,ORD_10272,PROD_SPK_02,1,3999,3999
ITEM_50274,ORD_10273,PROD_PWR_05,1,2799,2799
ITEM_50275,ORD_10274,PROD_WATCH_04,1,3999,3999
ITEM_50276,ORD_10275,PROD_SPK_03,1,1299,1299
ITEM_50277,ORD_10276,PROD_CASE_04,1,599,599
ITEM_50278,ORD_10277,PROD_CASE_02,1,799,799
ITEM_50279,ORD_10278,PROD_SPK_02,1,3999,3999
ITEM_50280,ORD_10279,PROD_WATCH_04,1,3999,3999
ITEM_50281,ORD_10280,PROD_CHG_04,1,1499,1499
ITEM_50282,ORD_10281,PROD_EAR_02,1,2499,2499
ITEM_50283,ORD_10282,PROD_SPK_01,1,2499,2499
ITEM_50284,ORD_10283,PROD_EAR_01,1,1499,1499
ITEM_50285,ORD_10284,PROD_SCR_04,1,699,699
ITEM_50286,ORD_10285,PROD_PWR_04,1,899,899
ITEM_50287,ORD_10286,PROD_WATCH_04,1,3999,3999
ITEM_50288,ORD_10287,PROD_EAR_05,1,1999,1999
ITEM_50289,ORD_10288,PROD_SCR_01,1,299,299
ITEM_50290,ORD_10289,PROD_SCR_01,1,299,299
ITEM_50291,ORD_10290,PROD_CHG_05,1,799,799
ITEM_50292,ORD_10291,PROD_PWR_05,1,2799,2799
ITEM_50293,ORD_10292,PROD_SCR_03,1,349,349
ITEM_50294,ORD_10293,PROD_PWR_04,1,899,899
ITEM_50295,ORD_10294,PROD_CHG_04,1,1499,1499
ITEM_50296,ORD_10295,PROD_CHG_05,1,799,799
ITEM_50297,ORD_10296,PROD_SCR_03,1,349,349
ITEM_50298,ORD_10297,PROD_CHG_04,1,1499,1499
ITEM_50299,ORD_10298,PROD_SCR_03,1,349,349
ITEM_50300,ORD_10299,PROD_SCR_05,1,249,249
ITEM_50301,ORD_10300,PROD_PWR_05,1,2799,2799
ITEM_50302,ORD_10301,PROD_SPK_04,1,3299,3299
ITEM_50303,ORD_10302,PROD_PWR_01,1,1299,1299
ITEM_50304,ORD_10303,PROD_WATCH_05,1,6999,6999
ITEM_50305,ORD_10304,PROD_EAR_04,1,4299,4299
ITEM_50306,ORD_10305,PROD_PWR_02,1,2199,2199
ITEM_50307,ORD_10306,PROD_SCR_05,1,249,249
ITEM_50308,ORD_10307,PROD_WATCH_02,1,5499,5499
ITEM_50309,ORD_10308,PROD_SPK_03,1,1299,1299
ITEM_50310,ORD_10309,PROD_SCR_05,1,249,249
ITEM_50311,ORD_10310,PROD_SCR_01,1,299,299
ITEM_50312,ORD_10311,PROD_WATCH_05,1,6999,6999
ITEM_50313,ORD_10312,PROD_SCR_04,1,699,699
ITEM_50314,ORD_10313,PROD_CASE_02,1,799,799
ITEM_50315,ORD_10314,PROD_WATCH_02,1,5499,5499
ITEM_50316,ORD_10315,PROD_EAR_02,1,2499,2499
ITEM_50317,ORD_10316,PROD_CASE_01,1,499,499
ITEM_50318,ORD_10317,PROD_SCR_01,1,299,299
ITEM_50319,ORD_10318,PROD_SPK_02,1,3999,3999
ITEM_50320,ORD_10319,PROD_SCR_01,1,299,299
ITEM_50321,ORD_10320,PROD_EAR_01,1,1499,1499
ITEM_50322,ORD_10321,PROD_CASE_03,1,999,999
ITEM_50323,ORD_10322,PROD_PWR_05,1,2799,2799
ITEM_50324,ORD_10323,PROD_SPK_05,1,4999,4999
ITEM_50325,ORD_10324,PROD_SCR_05,1,249,249
ITEM_50326,ORD_10325,PROD_PWR_03,1,3299,3299
ITEM_50327,ORD_10326,PROD_SCR_04,1,699,699
ITEM_50328,ORD_10327,PROD_SCR_04,1,699,699
ITEM_50329,ORD_10328,PROD_SCR_01,1,299,299
ITEM_50330,ORD_10329,PROD_SCR_03,1,349,349
ITEM_50331,ORD_10330,PROD_WATCH_04,1,3999,3999
ITEM_50332,ORD_10331,PROD_SPK_03,1,1299,1299
ITEM_50333,ORD_10332,PROD_SPK_02,1,3999,3999
ITEM_50334,ORD_10333,PROD_EAR_02,1,2499,2499
ITEM_50335,ORD_10334,PROD_EAR_05,1,1999,1999
ITEM_50336,ORD_10335,PROD_SPK_01,1,2499,2499
ITEM_50337,ORD_10336,PROD_CHG_03,1,999,999
ITEM_50338,ORD_10337,PROD_CASE_01,1,499,499
ITEM_50339,ORD_10338,PROD_CHG_03,1,999,999
ITEM_50340,ORD_10339,PROD_CHG_02,1,1899,1899
ITEM_50341,ORD_10340,PROD_SCR_05,1,249,249
ITEM_50342,ORD_10341,PROD_CHG_05,1,799,799
ITEM_50343,ORD_10342,PROD_CHG_04,1,1499,1499
ITEM_50344,ORD_10343,PROD_CASE_04,1,599,599
ITEM_50345,ORD_10344,PROD_SPK_01,1,2499,2499
ITEM_50346,ORD_10345,PROD_SPK_02,1,3999,3999
ITEM_50347,ORD_10346,PROD_WATCH_05,1,6999,6999
ITEM_50348,ORD_10347,PROD_EAR_02,1,2499,2499
ITEM_50349,ORD_10348,PROD_CASE_01,1,499,499
ITEM_50350,ORD_10349,PROD_EAR_05,1,1999,1999
ITEM_50351,ORD_10350,PROD_CASE_05,1,899,899
ITEM_50352,ORD_10351,PROD_WATCH_02,1,5499,5499
ITEM_50353,ORD_10352,PROD_EAR_03,1,3499,3499
ITEM_50354,ORD_10353,PROD_SPK_03,1,1299,1299
ITEM_50355,ORD_10354,PROD_EAR_04,1,4299,4299
ITEM_50356,ORD_10355,PROD_PWR_03,1,3299,3299
ITEM_50357,ORD_10356,PROD_PWR_02,1,2199,2199
ITEM_50358,ORD_10357,PROD_CASE_01,1,499,499
ITEM_50359,ORD_10358,PROD_CHG_04,1,1499,1499
ITEM_50360,ORD_10359,PROD_SCR_04,1,699,699
ITEM_50361,ORD_10360,PROD_PWR_02,1,2199,2199
ITEM_50362,ORD_10361,PROD_PWR_04,1,899,899
ITEM_50363,ORD_10362,PROD_SCR_02,1,499,499
ITEM_50364,ORD_10363,PROD_CHG_02,1,1899,1899
ITEM_50365,ORD_10364,PROD_WATCH_03,1,1899,1899
ITEM_50366,ORD_10365,PROD_CHG_04,1,1499,1499
ITEM_50367,ORD_10366,PROD_SPK_04,1,3299,3299
ITEM_50368,ORD_10367,PROD_SCR_03,1,349,349
ITEM_50369,ORD_10368,PROD_SPK_04,1,3299,3299
ITEM_50370,ORD_10369,PROD_PWR_05,1,2799,2799
ITEM_50371,ORD_10370,PROD_EAR_05,1,1999,1999
ITEM_50372,ORD_10371,PROD_CASE_01,1,499,499
ITEM_50373,ORD_10372,PROD_EAR_03,1,3499,3499
ITEM_50374,ORD_10373,PROD_EAR_04,1,4299,4299
ITEM_50375,ORD_10374,PROD_SPK_04,1,3299,3299
ITEM_50376,ORD_10375,PROD_WATCH_05,1,6999,6999
ITEM_50377,ORD_10376,PROD_CHG_03,1,999,999
ITEM_50378,ORD_10377,PROD_SPK_04,1,3299,3299
ITEM_50379,ORD_10378,PROD_SCR_04,1,699,699
ITEM_50380,ORD_10379,PROD_SCR_04,1,699,699
ITEM_50381,ORD_10380,PROD_SCR_01,1,299,299
ITEM_50382,ORD_10381,PROD_EAR_03,1,3499,3499
ITEM_50383,ORD_10382,PROD_PWR_04,1,899,899
ITEM_50384,ORD_10383,PROD_PWR_01,1,1299,1299
ITEM_50385,ORD_10384,PROD_CHG_02,1,1899,1899
ITEM_50386,ORD_10385,PROD_SPK_05,1,4999,4999
ITEM_50387,ORD_10386,PROD_WATCH_05,1,6999,6999
ITEM_50388,ORD_10387,PROD_EAR_04,1,4299,4299
ITEM_50389,ORD_10388,PROD_CHG_03,1,999,999
ITEM_50390,ORD_10389,PROD_PWR_03,1,3299,3299
ITEM_50391,ORD_10390,PROD_EAR_01,1,1499,1499
ITEM_50392,ORD_10391,PROD_SPK_05,1,4999,4999
ITEM_50393,ORD_10392,PROD_WATCH_04,1,3999,3999
ITEM_50394,ORD_10393,PROD_PWR_04,1,899,899
ITEM_50395,ORD_10394,PROD_WATCH_01,1,2999,2999
ITEM_50396,ORD_10395,PROD_CASE_03,1,999,999
ITEM_50397,ORD_10396,PROD_SCR_03,1,349,349
ITEM_50398,ORD_10397,PROD_SCR_03,1,349,349
ITEM_50399,ORD_10398,PROD_EAR_05,1,1999,1999
ITEM_50400,ORD_10399,PROD_SPK_04,1,3299,3299
ITEM_50401,ORD_10400,PROD_SPK_02,1,3999,3999
ITEM_50402,ORD_10401,PROD_SPK_02,1,3999,3999
ITEM_50403,ORD_10402,PROD_SPK_03,1,1299,1299
ITEM_50404,ORD_10403,PROD_PWR_04,1,899,899
ITEM_50405,ORD_10404,PROD_CASE_04,1,599,599
ITEM_50406,ORD_10405,PROD_CASE_01,1,499,499
ITEM_50407,ORD_10406,PROD_SCR_02,1,499,499
ITEM_50408,ORD_10407,PROD_WATCH_04,1,3999,3999
ITEM_50409,ORD_10408,PROD_CHG_04,1,1499,1499
ITEM_50410,ORD_10409,PROD_SPK_02,1,3999,3999
ITEM_50411,ORD_10410,PROD_SCR_02,1,499,499
ITEM_50412,ORD_10411,PROD_WATCH_04,1,3999,3999
ITEM_50413,ORD_10412,PROD_EAR_01,1,1499,1499
ITEM_50414,ORD_10413,PROD_EAR_03,1,3499,3499
ITEM_50415,ORD_10414,PROD_SCR_04,1,699,699
ITEM_50416,ORD_10415,PROD_PWR_04,1,899,899
ITEM_50417,ORD_10416,PROD_SCR_04,1,699,699
ITEM_50418,ORD_10417,PROD_CHG_01,1,699,699
ITEM_50419,ORD_10418,PROD_SCR_02,1,499,499
ITEM_50420,ORD_10419,PROD_SPK_05,1,4999,4999
ITEM_50421,ORD_10420,PROD_WATCH_03,1,1899,1899
ITEM_50422,ORD_10421,PROD_EAR_02,1,2499,2499
ITEM_50423,ORD_10422,PROD_WATCH_05,1,6999,6999
ITEM_50424,ORD_10423,PROD_PWR_01,1,1299,1299
ITEM_50425,ORD_10424,PROD_EAR_04,1,4299,4299
ITEM_50426,ORD_10425,PROD_SPK_01,1,2499,2499
ITEM_50427,ORD_10426,PROD_SPK_05,1,4999,4999
ITEM_50428,ORD_10427,PROD_CASE_04,1,599,599
ITEM_50429,ORD_10428,PROD_SCR_04,1,699,699
ITEM_50430,ORD_10429,PROD_CHG_01,1,699,699
